SID,POLICY_TYPE,ISWON,UNDERWRITER,STATE,INDUSTRY,DECLINED_REASON,EFFECTIVE_MONTH,EMPLOYEES,EFFECTIVE_YEAR,MARKET_SEGMENT,PLACING_BROKER,POLICY_LIMIT,COVERAGE,DEDUCTIBLE,PREMIUM,APPLICATION_DATE,BOUND_DATE,EXPIRING_PREMIUM,COMMISSION_PERCENT
SD-EIL-KC-14-463762,New,0,005E0000003XUczIAG,MD,Construction,Reservation Conflict,Jan,35,2015,Middle Market,a0kE0000001dL0rIAE,0,Workers Comp,0,0,11/21/2014,,,
SD-EIL-NYC-14-468758,Renewal,1,005E0000003XUbMIAW,NY,Construction,NULL,Jan,3,2015,Small Business,a0kE0000001dLFhIAM,1000000,Workers Comp,0,692941,12/16/2014,1/2/2015,22796,
SD-NRG-LA-14-468890,New,0,005E0000003XUaLIAW,OR,Construction,Insufficient Information,Feb,230,2015,NULL,a0kE0000002p2lEIAQ,0,Workers Comp,0,0,12/17/2014,,,
SD-EIL-HOU-14-442860,New,0,005E0000003XUbNIAW,CA,Construction,NULL,Oct,4,2014,Small Business,a0kE0000001dM96IAE,1000000,Workers Comp,0,28149,9/10/2014,,,
SD-NRG-ATL-15-516058,New,0,005E0000003XUd7IAG,TX,Construction,Unable to Match Competitors,Jun,104,2015,Middle Market,a0kE00000048ehVIAQ,0,Workers Comp,0,0,6/3/2015,,,
SD-NRG-CHG-14-464884,New,0,005E0000003XUaiIAG,IL,Construction,Reservation Conflict,Dec,100,2014,Middle Market,a0kE0000001dL95IAE,0,Workers Comp,0,0,12/1/2014,,,
SD-EIL-CHG-14-461072,New,1,005E0000003XUhlIAG,IL,Construction,NULL,Dec,0,2014,NULL,a0kE0000001dLyYIAU,1000000,Workers Comp,25000,276778,11/12/2014,11/19/2014,,0
SD-HFC-NYC-14-455044,New,0,005E00000068OfWIAU,GA,Construction,Auto Close Out,Nov,5,2014,NULL,a0kE00000042gNWIAY,0,DBA,0,0,10/21/2014,,,
SD-EIL-DEN-14-461529,New,0,005E0000005Q5zWIAS,MD,Construction,NULL,Jan,160,2015,NULL,a0kE00000041VYIIA2,0,Workers Comp,0,0,11/14/2014,,,
SD-NRG-HOU-14-442108,New,0,005E00000047yObIAI,TX,Construction,Unable to Match Competitors,Nov,55,2014,Middle Market,a0kE0000001dM4aIAE,0,Workers Comp,0,0,9/5/2014,,,
SD-EIL-HOU-14-441734,New,0,005E0000003XUbiIAG,FL,Construction,NULL,Oct,8,2014,NULL,a0kE0000001dL6TIAU,1000000,Workers Comp,0,21414,9/4/2014,,,
SD-EIL-LA-14-454251,New,1,005E0000003Y2B6IAK,HI,Construction,NULL,Dec,25,2014,Small Business,a0kE00000056Q9JIAU,1000000,Workers Comp,0,37688,10/16/2014,12/23/2014,,
SD-NRG-HOU-14-447075,New,0,005E0000003XUcgIAG,OK,Construction,NULL,Dec,20,2014,Small Business,a0kE0000005vP8PIAU,0,Workers Comp,0,0,9/24/2014,,,
SD-NRG-PHL-14-457250,New,0,005E000000679SYIAY,CA,Construction,Nature of Insured's Business,Nov,100,2014,NULL,a0kE0000001yl4XIAQ,0,Workers Comp,0,0,10/28/2014,,,
SD-NRG-ATL-14-461429,Renewal,1,005E0000003XUd7IAG,NC,Construction,NULL,Jan,51,2015,Middle Market,a0kE0000003IiUDIA0,1000000,Workers Comp,0,141290,11/13/2014,12/18/2014,149392,5
SD-NRG-DEN-14-462098,New,0,005E000000467BmIAI,CA,Construction,No Broker Response,Jan,100,2015,Middle Market,a0kE0000004X0ViIAK,0,Workers Comp,0,0,11/17/2014,,,
SD-EIL-COL-14-469050,Renewal,1,005E0000003XyX8IAK,MA,Construction,NULL,Jan,10,2015,Small Business,a0kE0000003YypPIAS,1000000,Workers Comp,0,54448,12/17/2014,1/20/2015,74325,5
SD-EIL-SF-15-592718,Renewal,0,005E0000003XUfKIAW,OR,Construction,No Interest,Mar,12,2016,Small Business,a0kE0000001dL07IAE,0,Workers Comp,0,0,12/24/2015,,9747,7
SD-EIL-NYC-14-446853,Renewal,1,005E0000003XUbMIAW,NJ,Construction,NULL,Jan,80,2015,Middle Market,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,270705,9/23/2014,12/24/2014,210094,7
SD-EIL-SF-14-448396,New,0,005E0000003XUfKIAW,WA,Construction,No Interest,Oct,7,2014,NULL,a0kE0000001dLiDIAU,0,Workers Comp,0,0,9/29/2014,,,
SD-EIL-CHG-14-468385,New,0,005E0000003YmT2IAK,IL,Construction,Insufficient Information,Dec,32,2014,Small Business,a0kE0000001dKrCIAU,0,Workers Comp,0,0,12/15/2014,,,
SD-EIL-CHG-14-457851,Renewal,1,005E0000003YmT2IAK,CA,Construction,NULL,Jan,65,2015,Middle Market,a0kE0000001dKnzIAE,1000000,Workers Comp,0,438924,10/30/2014,12/29/2014,403025,3.5
SD-EIL-COL-14-457829,Renewal,0,005E0000003XyX8IAK,CT,Construction,NULL,Feb,55,2015,Middle Market,a0kE0000001dLMiIAM,0,Workers Comp,0,0,10/30/2014,,215869,
SD-NRG-ATL-14-456801,New,0,005E0000003XUd7IAG,AL,Construction,NULL,Jan,17,2015,Middle Market,a0kE00000048IYhIAM,0,Workers Comp,0,0,10/27/2014,,,
SD-NRG-NYC-14-447313,New,0,005E0000005O15nIAC,NJ,Construction,Unable to Match Competitors,Sep,5,2014,Small Business,a0kE0000001dKkyIAE,0,Workers Comp,0,0,9/25/2014,,,
SD-EIL-LA-14-447538,New,0,005E0000003Y2B6IAK,CA,Construction,No Broker Response,Nov,50,2014,Middle Market,a0kE0000001dLJGIA2,0,Workers Comp,0,0,9/25/2014,,,
SD-NRG-HOU-14-460596,Renewal,1,005E0000003XUcgIAG,ID,Construction,NULL,Feb,9,2015,Small Business,a0kE0000001dL3YIAU,1000000,Workers Comp,0,220154,11/10/2014,2/10/2015,71504,7
SD-EIL-KC-15-471834,Renewal,1,005E0000003XUczIAG,NM,Construction,NULL,Mar,12,2015,Small Business,a0kE00000048B6CIAU,1000000,Workers Comp,0,44668,1/7/2015,3/23/2015,43346,7
SD-NRG-ATL-14-465079,New,0,005E0000003XUd7IAG,MS,Construction,NULL,Feb,170,2015,Middle Market,a0kE0000001dKjCIAU,0,Workers Comp,0,0,12/1/2014,,,
SD-EIL-NYC-14-441641,Renewal,1,005E0000003XUbMIAW,NY,Construction,NULL,Oct,40,2014,Middle Market,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,227649,9/4/2014,10/1/2014,266637,7
SD-EIL-NYC-14-451152,Renewal,1,005E0000003XUbMIAW,NJ,Construction,NULL,Oct,15,2014,Small Business,a0kE0000001dLo3IAE,1000000,Workers Comp,0,64073,10/8/2014,10/17/2014,65805,5
SD-NRG-HOU-14-465828,New,1,005E0000008145oIAA,AR,Construction,NULL,Dec,507,2014,Middle Market,a0kE0000005vNxzIAE,1000000,Workers Comp,0,835269,12/3/2014,12/31/2014,,
SD-EIL-NYC-14-450158,Renewal,0,005E0000003XUbMIAW,PA,Construction,Insufficient Information,Jan,25,2015,Small Business,a0kE0000001dKkrIAE,0,Workers Comp,0,0,10/3/2014,,136091,7
SD-NRG-DEN-15-471378,New,0,005E000000467BmIAI,CA,Construction,Nature of Insured's Business,Apr,20,2015,NULL,a0kE0000001dKo8IAE,0,Workers Comp,0,0,1/5/2015,,,
SD-EIL-LA-14-442173,New,0,005E0000003Y2B6IAK,VA,Construction,No Broker Response,Sep,10,2014,Small Business,a0kE000000561LNIAY,0,Workers Comp,0,0,9/8/2014,,,
SD-EIL-NYC-14-451756,Renewal,1,005E0000003XUbMIAW,NY,Construction,NULL,Nov,3,2014,Small Business,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,236717,10/9/2014,10/29/2014,237618,7
SD-NRG-HOU-14-464714,New,0,005E0000003XUcfIAG,KY,Construction,No Broker Response,Jan,5,2015,NULL,a0kE0000001dKrbIAE,0,Workers Comp,0,0,11/26/2014,,,
SD-NRG-LA-14-462256,New,0,005E0000003XUaLIAW,MO,Construction,Below Minimum Premium,Nov,10,2014,Small Business,a0kE0000001dKllIAE,0,Workers Comp,0,0,11/18/2014,,,
SD-EIL-HOU-14-439308,New,0,005E0000003XUbiIAG,MO,Construction,NULL,Oct,14,2014,Small Business,a0kE0000001dLKBIA2,1000000,Workers Comp,0,20104,8/27/2014,,,
SD-NRG-LA-15-476604,Renewal,1,005E0000003XUaLIAW,CA,Construction,NULL,Mar,85,2015,Middle Market,a0kE0000001dM1MIAU,1000000,Workers Comp,0,276792,1/23/2015,2/18/2015,249101,7
SD-NRG-HOU-14-452465,New,0,005E00000047yQXIAY,LA,Construction,Below Minimum Premium,Dec,10,2014,Small Business,a0kE0000001dMAeIAM,0,Workers Comp,0,0,10/10/2014,,,
SD-EIL-CHG-14-464957,New,0,005E0000003YmT2IAK,TX,Construction,Nature of Insured's Business,May,150,2015,NULL,a0kE0000001dLwcIAE,0,Workers Comp,0,0,12/1/2014,,,
SD-EIL-CHG-14-467220,New,0,005E0000003YmT2IAK,IL,Construction,Reservation Conflict,Dec,50,2014,NULL,a0kE0000001dKrdIAE,0,Workers Comp,0,0,12/9/2014,,,
SD-HFC-NYC-14-467234,New,0,005E00000068OfWIAU,VA,Construction,Unable to Match Competitors,Dec,15,2014,NULL,a0kE0000001dLiBIAU,0,DBA,0,0,12/9/2014,,,
SD-EIL-CHG-14-450637,New,0,005E0000003YmT2IAK,IL,Construction,Nature of Insured's Business,Oct,40,2014,NULL,a0kE0000001dLwcIAE,0,Workers Comp,0,0,10/6/2014,,,
SD-EIL-DEN-15-471516,New,0,005E0000005Q5zWIAS,GA,Construction,Nature of Insured's Business,Jan,15,2015,NULL,a0kE00000041VYIIA2,0,Workers Comp,0,0,1/6/2015,,,
SD-EIL-LA-14-452039,New,0,005E0000003Y2B6IAK,CA,Construction,NULL,Jan,50,2015,NULL,a0kE0000001dKq5IAE,0,Workers Comp,0,0,10/9/2014,,,
SD-NRG-NYC-14-468445,New,0,005E0000003XUb5IAG,TX,Construction,Below Minimum Premium,Dec,6,2014,NULL,a0kE00000048B6CIAU,0,Workers Comp,0,0,12/15/2014,,,
SD-NRG-HOU-14-465927,New,0,005E0000003XUcgIAG,TX,Construction,NULL,Feb,80,2015,Middle Market,a0kE0000001dM96IAE,0,Workers Comp,0,0,12/4/2014,,,
SD-EIL-HOU-15-471502,New,0,005E0000003XUbNIAW,TN,Construction,No Broker Response,Mar,100,2015,Middle Market,a0kE0000001dLHVIA2,0,Workers Comp,0,0,1/6/2015,,,
SD-NRG-HOU-14-443429,New,0,005E0000003XUcgIAG,OK,Construction,NULL,Oct,30,2014,Small Business,a0kE0000004g7oqIAA,0,Workers Comp,0,0,9/11/2014,,,
SD-NRG-NYC-14-457184,New,0,005E0000005O15nIAC,TX,Construction,NULL,Nov,9,2014,NULL,a0kE00000048B6CIAU,0,Workers Comp,0,0,10/28/2014,,,
SD-NRG-DEN-14-443417,New,0,005E000000467BmIAI,WY,Construction,Reservation Conflict,Jan,500,2015,NULL,a0kE0000001dLOuIAM,0,Workers Comp,0,0,9/11/2014,,,
SD-NRG-DEN-14-454178,New,0,005E000000467BmIAI,OK,Construction,NULL,Nov,150,2014,Middle Market,a0kE0000001dKxjIAE,0,Workers Comp,0,0,10/16/2014,,,
SD-NRG-LA-14-454266,New,0,005E0000003XUaLIAW,CA,Construction,Time Limitations,Jan,30,2015,Middle Market,a0kE0000002p2lEIAQ,0,Workers Comp,0,0,10/16/2014,,,
SD-EIL-LA-14-461198,New,0,005E0000003Y2B6IAK,CA,Construction,NULL,Dec,8,2014,Small Business,a0kE0000001dLHoIAM,0,Workers Comp,0,0,11/12/2014,,,
SD-EIL-HOU-14-467767,New,0,005E0000003XUbiIAG,NJ,Construction,No Broker Response,Feb,2,2015,Small Business,a0kE0000001dLKBIA2,0,Workers Comp,0,0,12/10/2014,,,
SD-EIL-LA-15-471532,New,1,005E0000003Y2B6IAK,CA,Construction,NULL,Jan,20,2015,Middle Market,a0kE00000056Q9JIAU,1000000,Workers Comp,0,20845,1/6/2015,1/21/2015,,7
SD-NRG-HOU-14-443531,New,0,005E0000003XUaQIAW,TX,Construction,Below Minimum Premium,Dec,7,2014,Small Business,a0kE0000001dLJbIAM,0,Workers Comp,0,0,9/11/2014,,,
SD-EIL-LA-14-470698,New,0,005E00000066wTeIAI,FL,Construction,No Broker Response,Feb,16,2015,NULL,a0kE0000001dL1qIAE,0,Workers Comp,0,0,12/30/2014,,,
SD-EIL-CHG-14-465061,Renewal,1,005E0000003XUhlIAG,IL,Construction,NULL,Feb,30,2015,Small Business,a0kE0000001dL2uIAE,1000000,Workers Comp,0,428598,12/1/2014,1/22/2015,411203,6
SD-EIL-NYC-14-469899,New,0,005E0000003XUbMIAW,NJ,Construction,Loss History,Jan,5,2015,Small Business,a0kE0000001dLUvIAM,0,Workers Comp,0,0,12/22/2014,,,
SD-NRG-HOU-14-470216,New,0,005E0000003XUcgIAG,LA,Construction,Reservation Conflict,Feb,25,2015,Small Business,a0kE0000001dLlcIAE,0,Workers Comp,0,0,12/24/2014,,,
SD-NRG-PHL-15-516009,New,0,005E000000679SYIAY,LA,Construction,Loss History,Jul,180,2015,Middle Market,a0kE0000001dL6GIAU,0,Workers Comp,0,0,6/2/2015,,,
SD-NRG-CHG-15-516134,Renewal,1,005E00000068E4pIAE,IL,Construction,NULL,Sep,175,2015,Middle Market,a0kE0000001dL2uIAE,1000000,Workers Comp,0,237510,6/3/2015,8/25/2015,238063,6
SD-EIL-CHG-14-466327,New,0,005E0000003YmT2IAK,WI,Construction,Nature of Insured's Business,Jan,2,2015,NULL,a0kE0000001dL95IAE,0,Workers Comp,0,0,12/5/2014,,,
SD-PCC-CHG-14-464658,New,0,005E000000487I5IAI,TX,Construction,NULL,Dec,40,2014,NULL,a0kE0000001wJ7aIAE,0,Workers Comp,0,0,11/26/2014,,,
SD-NRG-ATL-14-442922,New,0,005E0000003XUd7IAG,GA,Construction,Loss History,Oct,28,2014,NULL,a0kE0000001dMD8IAM,0,Workers Comp,0,0,9/10/2014,,,
SD-NRG-HOU-14-440176,New,0,005E00000047yObIAI,TX,Construction,Below Minimum Premium,Dec,20,2014,Small Business,a0kE0000001dM8IIAU,0,Workers Comp,0,0,8/29/2014,,,
SD-EIL-KC-14-457014,New,0,005E0000003XUczIAG,CA,Construction,Nature of Insured's Business,Jan,30,2015,Small Business,a0kE0000001dLETIA2,0,Workers Comp,0,0,10/28/2014,,,
SD-EIL-NYC-14-469078,Renewal,1,005E0000003XUbMIAW,NJ,Construction,NULL,Dec,40,2014,Small Business,a0kE0000001dLo3IAE,1000000,Workers Comp,0,202890,12/17/2014,12/30/2014,1000000,5
SD-EIL-KC-14-462829,New,0,005E0000003XUczIAG,KS,Construction,Reservation Conflict,Jan,23,2015,Middle Market,a0kE0000001dM3BIAU,0,Workers Comp,0,0,11/19/2014,,,
SD-NRG-HOU-14-458786,New,0,005E00000047yQXIAY,OK,Construction,NULL,Dec,130,2014,Middle Market,a0kE0000001dM7VIAU,0,Workers Comp,0,0,11/4/2014,,,
SD-NRG-HOU-14-444957,New,0,005E00000047yQXIAY,TX,Construction,Below Minimum Premium,Oct,12,2014,Small Business,a0kE0000005vNxyIAE,0,Workers Comp,0,0,9/17/2014,,,
SD-NRG-LA-14-450488,New,0,005E0000003XUaLIAW,CA,Construction,Nature of Insured's Business,Dec,44,2014,NULL,a0kE0000002p2lEIAQ,0,Workers Comp,0,0,10/6/2014,,,
SD-NRG-HOU-14-459914,New,0,005E0000003XUcfIAG,TX,Construction,Below Minimum Premium,Dec,0,2014,NULL,a0kE0000001dLTDIA2,0,Workers Comp,0,0,11/6/2014,,,
SD-EIL-CHG-14-455051,New,0,005E0000003YmT2IAK,IN,Construction,NULL,Nov,2,2014,NULL,a0kE0000001dLMEIA2,0,Workers Comp,0,0,10/21/2014,,,
SD-NRG-LA-14-442057,New,0,005E0000003XUaLIAW,ID,Construction,Loss History,Oct,83,2014,Middle Market,a0kE00000049BYcIAM,0,Workers Comp,0,0,9/5/2014,,,
SD-EIL-CHG-14-454155,New,0,005E0000003YmT2IAK,AZ,Construction,Nature of Insured's Business,Nov,30,2014,NULL,a0kE0000001dL95IAE,0,Workers Comp,0,0,10/16/2014,,,
SD-EIL-NYC-14-441957,New,0,005E0000003XUbMIAW,NY,Construction,Reservation Conflict,Sep,15,2014,Small Business,a0kE0000003Yo3qIAC,0,Workers Comp,0,0,9/5/2014,,,
SD-NRG-PHL-14-468424,New,0,005E000000679SYIAY,PA,Construction,Time Limitations,Feb,100,2015,Middle Market,a0kE0000001yl4XIAQ,0,Workers Comp,0,0,12/15/2014,,,
SD-EIL-LA-14-468876,New,0,005E0000003Y2B6IAK,CA,Construction,No Broker Response,Feb,20,2015,Small Business,a0kE0000001dKlOIAU,0,Workers Comp,0,0,12/17/2014,,,
SD-NRG-LA-14-459262,New,0,005E0000003XUaLIAW,LA,Construction,Unable to Match Competitors,Feb,200,2015,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,11/5/2014,,,
SD-EIL-HOU-15-515612,New,0,005E0000003XUbiIAG,IL,Construction,NULL,Aug,18,2015,Small Business,a0kE0000001dLKBIA2,0,Workers Comp,0,0,6/2/2015,,,
SD-EIL-NYC-14-444047,Renewal,1,005E0000003XUbMIAW,NY,Construction,NULL,Nov,40,2014,Middle Market,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,679484,9/12/2014,10/31/2014,568438,7
SD-EIL-NYC-14-467273,Renewal,1,005E0000003XUbMIAW,NJ,Construction,NULL,Dec,15,2014,Small Business,a0kE0000001dLFhIAM,1000000,Workers Comp,0,145627,12/9/2014,12/30/2014,132201,7
SD-EIL-CHG-14-460926,New,0,005E0000003YmT2IAK,MD,Construction,Insufficient Information,Nov,45,2014,Small Business,a0kE0000001dL95IAE,0,Workers Comp,0,0,11/11/2014,,,
SD-NRG-NYC-14-443090,New,0,005E0000003XUb5IAG,TX,Construction,Non Broker Response,Sep,75,2014,Middle Market,a0kE0000001dLEQIA2,0,Workers Comp,0,0,9/11/2014,,,
SD-NRG-HOU-14-466428,New,0,005E0000003XUcgIAG,LA,Construction,Unable to Match Competitors,Feb,100,2015,NULL,a0kE0000001dLlcIAE,0,Workers Comp,0,0,12/5/2014,,,
SD-EIL-LA-14-442381,New,0,005E00000047VxOIAU,WA,Construction,No Broker Response,Oct,21,2014,Small Business,a0kE0000001dLg9IAE,0,Workers Comp,0,0,9/8/2014,,,
SD-EIL-KC-14-454618,New,0,005E0000003XUczIAG,MS,Construction,Reservation Conflict,Oct,2,2014,Small Business,a0kE0000001dMD3IAM,0,Workers Comp,0,0,10/17/2014,,,
SD-NRG-NYC-14-450889,New,0,005E0000005O15nIAC,NJ,Construction,Auto Close Out,Nov,14,2014,Small Business,a0kE0000001dKkyIAE,0,Workers Comp,0,0,10/7/2014,,,
SD-EIL-DEN-14-449922,New,0,005E0000005Q5zWIAS,CA,Construction,Loss History,Nov,7,2014,NULL,a0kE00000041VYIIA2,0,Workers Comp,0,0,10/2/2014,,,
SD-EIL-CHG-15-502090,New,0,005E0000003XUhlIAG,IL,Construction,Nature of Insured's Business,Jun,40,2015,Middle Market,a0kE0000001dLWkIAM,0,Workers Comp,0,0,4/15/2015,,,
SD-EIL-NYC-14-467278,New,1,005E0000003XUbMIAW,NY,Construction,NULL,Jan,23,2015,Small Business,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,53188,12/9/2014,12/22/2014,,7
SD-EIL-NYC-14-459891,New,0,005E0000003XUb2IAG,NJ,Construction,NULL,Nov,14,2014,Small Business,a0kE0000001dKkyIAE,0,Workers Comp,0,0,11/6/2014,,,
SD-NRG-ATL-14-445161,New,0,005E0000003XUd7IAG,TX,Construction,Below Minimum Premium,Sep,19,2014,NULL,a0kE00000048IYhIAM,0,Workers Comp,0,0,9/18/2014,,,
SD-NRG-CHG-14-454948,New,0,005E0000003XUaiIAG,IL,Construction,Other Underwriting Guidelines,Jan,120,2015,Middle Market,a0kE0000001dLppIAE,0,Workers Comp,0,0,10/20/2014,,,
SD-EIL-LA-14-469486,New,0,005E00000066wTeIAI,CA,Construction,NULL,Jan,20,2015,Middle Market,a0kE0000001dL1qIAE,0,Workers Comp,0,0,12/19/2014,,,
SD-NRG-HOU-14-445845,New,0,005E0000003XUaQIAW,TX,Construction,NULL,Dec,40,2014,Small Business,a0kE0000001dLJbIAM,0,NULL,0,0,9/19/2014,,,
SD-EIL-KC-14-452847,New,1,005E0000003XUczIAG,MO,Construction,NULL,Jan,120,2015,Middle Market,a0kE00000056aajIAA,1000000,Workers Comp,0,564262,10/13/2014,12/31/2014,,5
SD-PCC-SCT-14-461350,New,0,005E00000046i3IIAQ,CA,Construction,NULL,Jan,63,2015,NULL,a0kE0000001dKvoIAE,0,Workers Comp,0,0,11/13/2014,,,
SD-EIL-CHG-14-459886,New,0,005E0000003YmT2IAK,GA,Construction,Loss History,Dec,45,2014,Small Business,a0kE0000001dLnuIAE,0,Workers Comp,0,0,11/6/2014,,,
SD-EIL-LA-14-439300,New,1,005E0000003Y2B6IAK,CA,Construction,NULL,Oct,15,2014,Small Business,a0kE0000001dLwmIAE,1000000,Workers Comp,0,139918,8/27/2014,10/17/2014,,
SD-EIL-COL-14-446138,Renewal,1,005E0000003XyX8IAK,CA,Construction,NULL,Dec,12,2014,Small Business,a0kE0000003k9nSIAQ,1000000,Workers Comp,0,20278,9/22/2014,12/23/2014,,7
SD-EIL-PHL-14-451539,New,0,005E0000005OuTLIA0,PA,Construction,NULL,Nov,8,2014,Small Business,a0kE0000001dLFXIA2,0,Workers Comp,0,0,10/8/2014,,,
SD-NRG-HOU-14-464527,New,0,005E0000003XUcfIAG,NM,Construction,No Broker Response,Apr,108,2015,Middle Market,a0kE0000001dL3YIAU,0,Workers Comp,0,0,11/25/2014,,,
SD-EIL-KC-14-458268,New,0,005E0000003XUczIAG,KS,Construction,NULL,Jan,130,2015,Middle Market,a0kE0000001dM3BIAU,0,Workers Comp,0,0,10/31/2014,,,
SD-NRG-LA-14-456995,New,0,005E0000003XUaLIAW,TX,Construction,No Broker Response,Nov,9,2014,NULL,a0kE0000001dLCBIA2,0,Workers Comp,0,0,10/28/2014,,,
SD-EIL-PHL-14-464374,New,0,005E0000005OuTLIA0,MD,Construction,Reservation Conflict,Jan,160,2015,NULL,a0kE0000001dLVCIA2,0,Workers Comp,0,0,11/25/2014,,,
SD-EIL-HOU-14-462744,New,0,005E0000003XUbNIAW,MI,Construction,Reservation Conflict,Jan,131,2015,Middle Market,a0kE0000001dLJVIA2,0,Workers Comp,0,0,11/19/2014,,,
SD-NRG-LA-14-470642,New,0,005E0000003XUaLIAW,OK,Construction,Below Minimum Premium,Mar,3,2015,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,12/30/2014,,,
SD-EIL-PHL-14-443258,New,0,005E0000005OuTLIA0,MD,Construction,Reservation Conflict,Dec,58,2014,Middle Market,a0kE0000001dLVCIA2,0,Workers Comp,0,0,9/11/2014,,,
SD-NRG-LA-14-441150,New,0,005E0000003XUaLIAW,OK,Construction,Auto Close Out,Dec,20,2014,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,9/3/2014,,,
SD-EIL-NYC-14-454398,Renewal,1,005E0000005NdxXIAS,NJ,Construction,NULL,Jan,50,2015,Middle Market,a0kE0000001dLaVIAU,1000000,Workers Comp,0,59625,10/17/2014,1/14/2015,55362,5
SD-EIL-HOU-14-463707,New,0,005E0000003XUbNIAW,GA,Construction,NULL,Feb,1,2015,NULL,a0kE0000005vM7bIAE,0,Workers Comp,0,0,11/21/2014,,,
SD-EIL-NYC-14-454212,Renewal,1,005E0000003XUbMIAW,NY,Construction,NULL,Dec,20,2014,Small Business,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,93549,10/16/2014,12/30/2014,86082,7
SD-EIL-CHG-15-471166,New,0,005E0000003YmT2IAK,IL,Construction,Unable to Match Competitors,Feb,35,2015,Small Business,a0kE0000001dKrCIAU,0,Workers Comp,0,0,1/5/2015,,,
SD-EIL-CHG-14-461062,Renewal,0,005E0000003XUhlIAG,IL,Construction,NULL,Dec,0,2014,NULL,a0kE0000001dLyYIAU,0,Workers Comp,0,0,11/12/2014,,431219,
SD-EIL-HOU-14-441225,New,0,005E0000003XUbNIAW,WI,Construction,Reservation Conflict,Oct,15,2014,NULL,a0kE0000001dLKBIA2,0,Workers Comp,0,0,9/3/2014,,,
SD-EIL-CHG-14-444826,New,0,005E0000003XUhlIAG,IN,Construction,NULL,Oct,65,2014,NULL,a0kE000000567FfIAI,1000000,Workers Comp,0,82682,9/17/2014,,,7
SD-EIL-HOU-14-449994,New,0,005E0000003XUbiIAG,CT,Construction,Insufficient Information,Jan,40,2015,Middle Market,a0kE00000055rB6IAI,0,Workers Comp,0,0,10/2/2014,,,
SD-EIL-LA-14-454942,Renewal,0,005E00000047VxOIAU,CA,Construction,No Broker Response,Nov,15,2014,NULL,a0kE0000001dL1qIAE,0,Workers Comp,0,0,10/20/2014,,82869,7
SD-EIL-NYC-14-451593,New,0,005E0000003XUbMIAW,NY,Construction,NULL,Nov,2,2014,Small Business,a0kE0000001dKjqIAE,0,Workers Comp,0,0,10/8/2014,,,
SD-EIL-LA-14-465499,New,1,005E0000003Y2B6IAK,CA,Construction,NULL,Jan,20,2015,Middle Market,a0kE00000056Q9JIAU,1000000,Workers Comp,0,46237,12/3/2014,1/21/2015,,7
SD-NRG-CHG-14-460823,New,0,005E0000003XUaiIAG,IL,Construction,NULL,Dec,15,2014,NULL,a0kE0000001dM96IAE,1000000,Workers Comp,0,255905,11/11/2014,,,
SD-NRG-NYC-14-454837,New,0,005E0000003XUbTIAW,NH,Construction,Reservation Conflict,Jan,37,2015,Small Business,a0kE0000001dM96IAE,0,Workers Comp,0,0,10/20/2014,,,
SD-NRG-CHG-14-445592,New,0,005E0000003XUaiIAG,CO,Construction,No Broker Response,Oct,207,2014,Middle Market,a0kE0000001dLufIAE,0,Workers Comp,0,0,9/19/2014,,,
SD-EIL-HOU-14-455337,New,1,005E0000003XUbNIAW,FL,Construction,NULL,Nov,20,2014,Small Business,a0kE0000001dLHVIA2,1000000,Workers Comp,0,29653,10/21/2014,11/19/2014,,
SD-NRG-HOU-14-468079,New,0,005E0000003XUcfIAG,LA,Construction,No Broker Response,Jan,670,2015,Middle Market,a0kE0000001dL6GIAU,0,Workers Comp,0,0,12/12/2014,,,
SD-NRG-LA-14-442944,New,0,005E0000003XUaLIAW,TX,Construction,Time Limitations,Sep,65,2014,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,9/10/2014,,,
SD-EIL-KC-14-470442,New,0,005E0000003XUczIAG,LA,Construction,Insufficient Information,Mar,35,2015,Small Business,a0kE0000003Xd8aIAC,0,Workers Comp,0,0,12/29/2014,,,
SD-EIL-NYC-14-443159,Renewal,1,005E0000003XUbMIAW,NJ,Construction,NULL,Sep,25,2014,Small Business,a0kE0000001dLaVIAU,1000000,Workers Comp,0,67613,9/11/2014,9/19/2014,50679,5
SD-EIL-CHG-14-461073,New,1,005E0000003XUhlIAG,IL,Construction,NULL,Dec,0,2014,NULL,a0kE0000001dLyYIAU,1000000,Workers Comp,250000,619,11/12/2014,11/19/2014,,0
SD-NRG-NYC-14-463289,New,0,005E0000003XUb5IAG,FL,Construction,Reservation Conflict,Nov,95,2014,Middle Market,a0kE0000001dL5IIAU,0,Workers Comp,0,0,11/21/2014,,,
SD-EIL-COL-14-465115,New,0,005E0000003XyX8IAK,MA,Construction,Loss History,Dec,65,2014,Middle Market,a0kE0000003YypPIAS,0,Workers Comp,0,0,12/1/2014,,,
